whale_ID,AID,year,year_f,month,date,DOY,sex,DU,BAI_mean,BAI_SD,BAI_low,BAI_upp,mean_temp_30d,mean_temp_15d,prev_30d_hypoxic_days,prev_15d_hypoxic_days,prev15d_cuti_sum,prev15d_cuti_mean,ndays_Rx_15d,prev30d_cuti_sum,prev30d_cuti_mean,ndays_Rx_30d,winter,winter_precip_cm,kelp_area,MEI,MEI_season,PDO,PDO_season,CUTI_RX_ratio
CRC308,CRC308_220821,2022,2022,8,2022-08-21,233,Female,MF,27.9322302333497,0.429422403182234,27.1284854061896,28.7468413039134,8.93910388888889,9.82291972222222,6,1,3.616,0.3616,5,11.933,0.497208333333333,6,2021-2022,116.03,3632,-2.17,-1.78857142857143,-2.64,-2.16,1.5612894736842104
CRC308,CRC308_220912,2022,2022,9,2022-09-12,255,Female,MF,28.5381498532305,0.457961740260292,27.6240133102683,29.4022918609953,9.26286777777778,8.88340638888889,2,2,9.076,0.648285714285714,1,13.534,0.520538461538462,4,2021-2022,116.03,3632,-1.75,-1.78857142857143,-2.38,-2.16,1.5612894736842104
CRC308,CRC308_220923,2022,2022,9,2022-09-23,266,Female,MF,28.0577011915619,0.280754944247302,27.5205295300494,28.6040817873881,9.23538472222222,9.49059138888889,2,1,4.577,0.572125,7,11.857,0.538954545454545,8,2021-2022,116.03,3632,-1.75,-1.78857142857143,-2.38,-2.16,1.5612894736842104
CRC308,CRC308_230624,2023,2023,6,2023-06-24,175,Female,LF,22.7988870885663,0.392412352820676,22.0241461120363,23.5562007163445,8.11687041666667,8.00257805555556,1,0,7.767,0.597461538461538,2,22.827,0.845444444444444,3,2022-2023,99.26,143972,-0.06,0.31,-2.42,-2.66666666666667,2.5459714285714283
CRC308,CRC308_230906,2023,2023,9,2023-09-06,249,Female,PWF,24.0794796312877,0.373311624452335,23.3574703814297,24.7917536648185,9.18658986111111,9.62083472222222,7,2,2.756,0.306222222222222,6,13.647,0.568625,6,2022-2023,99.26,143972,0.51,0.31,-2.47,-2.66666666666667,2.5459714285714283
CRC309,CRC309_230627,2023,2023,6,2023-06-27,178,NA,MU,23.0179896651068,0.375730121486549,22.3013675886713,23.7668725918592,8.05272125,7.95634472222222,1,0,7.576,0.582769230769231,2,22.242,0.823777777777778,3,2022-2023,99.26,143972,-0.06,0.31,-2.42,-2.66666666666667,2.5459714285714283
CRC311,CRC311_230906,2023,2023,9,2023-09-06,249,NA,MU,27.4988649218203,0.460734345778521,26.6102500447447,28.375882568774,9.18658986111111,9.62083472222222,7,2,2.756,0.306222222222222,6,13.647,0.568625,6,2022-2023,99.26,143972,0.51,0.31,-2.47,-2.66666666666667,2.5459714285714283
CRC311,CRC311_231002,2023,2023,10,2023-10-02,275,NA,MU,26.6947805807303,0.385130955204256,25.9540074958758,27.4607475154953,10.1415748971193,10.4921532407407,0,0,6.783,0.753666666666667,6,13.319,0.605409090909091,8,2022-2023,99.26,143972,0.68,0.31,-2.99,-2.66666666666667,2.5459714285714283
CRC317,CRC317_230922,2023,2023,9,2023-09-22,265,Female,PWF,26.5688897277447,0.388665818619594,25.8088429653818,27.311525876993,9.58998430555556,9.44094472222222,2,0,9.422,0.628133333333333,0,12.35,0.514583333333333,6,2022-2023,99.26,143972,0.51,0.31,-2.47,-2.66666666666667,2.5459714285714283
CRC319,CRC319_160827,2016,2016,8,2016-08-27,240,Male,MM,28.2389984972155,0.583883340483498,27.0996482434777,29.4042421855488,7.82226666666667,7.9826275,29,14,12.044,0.802933333333333,0,25.647,0.884379310344828,1,2015-2016,79.38,4824,-0.53,0.185714285714286,0.57,0.558333333333333,2.84890625
CRC319,CRC319_160829,2016,2016,8,2016-08-29,242,Male,MM,30.4110350471836,0.591626565099755,29.2800525817855,31.5928527823641,7.93648638888889,8.11592777777778,27,12,11.385,0.759,0,23.818,0.821310344827586,1,2015-2016,79.38,4824,-0.53,0.185714285714286,0.57,0.558333333333333,2.84890625
CRC319,CRC319_160903,2016,2016,9,2016-09-03,247,Male,MM,27.3344294366528,0.562903785198428,26.2785086109773,28.4518798362828,8.48569444444444,9.14325472222222,22,7,6.256,0.446857142857143,1,18.31,0.653928571428571,2,2015-2016,79.38,4824,-0.27,0.185714285714286,-0.63,0.558333333333333,2.84890625
CRC364,CRC364_190612,2019,2019,6,2019-06-12,163,Female,MF,27.7969902531889,0.530645048510599,26.7572538183646,28.8435413259238,9.51495611111111,8.55800472222222,0,0,11.026,0.735066666666667,0,15.277,0.61108,5,2018-2019,40.11,36253,0.23,0.281428571428571,0.26,0.153333333333333,1.9955555555555533
CRC364,CRC364_200614,2020,2020,6,2020-06-14,166,Female,MF,25.3876089761196,0.184577987528039,25.0196665674333,25.7437401824798,10.8904744444444,NA,8,0,5.331,0.484636363636364,4,10.174,0.442347826086956,7,2019-2020,50.5,21692,-0.23,-0.754285714285714,-0.53,-0.981666666666667,1.0426904761904763
CRC364,CRC364_200619,2020,2020,6,2020-06-19,171,Female,MF,26.4627051122463,0.229737728208481,26.0373502171515,26.9192132526843,10.23446875,NA,5,0,3.317,0.414625,7,11.127,0.483782608695652,7,2019-2020,50.5,21692,-0.23,-0.754285714285714,-0.53,-0.981666666666667,1.0426904761904763
CRC364,CRC364_200706,2020,2020,7,2020-07-06,188,Female,MF,24.3647059594909,0.236138885814743,23.9162239694757,24.8309798494471,NA,NA,0,0,7.836,0.559714285714286,1,10.781,0.490045454545455,8,2019-2020,50.5,21692,-0.68,-0.754285714285714,-0.75,-0.981666666666667,1.0426904761904763
CRC364,CRC364_200711,2020,2020,7,2020-07-11,193,Female,MF,24.5591898671776,0.339875666222583,23.9009325722988,25.2365050163056,NA,NA,0,0,5.329,0.444083333333333,3,10.801,0.490954545454545,8,2019-2020,50.5,21692,-0.68,-0.754285714285714,-0.75,-0.981666666666667,1.0426904761904763
CRC364,CRC364_200919,2020,2020,9,2020-09-19,263,Female,MF,26.6324201706054,0.220240416315092,26.2057972952941,27.0530179695551,8.46747888888889,8.72775944444444,10,1,2.688,0.384,8,13.665,0.68325,10,2019-2020,50.5,21692,-0.96,-0.754285714285714,-1.33,-0.981666666666667,1.0426904761904763
CRC364,CRC364_200930,2020,2020,9,2020-09-30,274,Female,MF,26.9085071972194,0.33943269000195,26.2545843080366,27.5758998488309,10.0230352777778,11.9118625,4,0,1.177,0.29425,11,6.699,0.4466,15,2019-2020,50.5,21692,-0.96,-0.754285714285714,-1.33,-0.981666666666667,1.0426904761904763
CRC364,CRC364_210530,2021,2021,5,2021-05-30,150,Female,MF,24.263918031224,0.203323707267477,23.8557833145226,24.6756547652368,8.19739805555556,8.20888722222222,1,1,7.447,0.7447,5,15.072,0.685090909090909,8,2020-2021,96.47,12992,-0.95,-1.23428571428571,-1.84,-1.76833333333333,2.106142857142857
CRC364,CRC364_210609,2021,2021,6,2021-06-09,160,Female,MF,25.1810514602351,0.234916015795507,24.7148403968806,25.6447038788902,8.12341888888889,8.47851805555556,3,2,4.703,0.522555555555556,6,17.239,0.783590909090909,8,2020-2021,96.47,12992,-1.07,-1.23428571428571,-2.04,-1.76833333333333,2.106142857142857
CRC364,CRC364_210615,2021,2021,6,2021-06-15,166,Female,MF,25.5501928707309,0.286738868039234,25.016445431431,26.1417198738286,8.97906180555556,9.67639694444444,2,2,3.047,0.435285714285714,8,9.59,0.564117647058824,13,2020-2021,96.47,12992,-1.07,-1.23428571428571,-2.04,-1.76833333333333,2.106142857142857
CRC364,CRC364_210811,2021,2021,8,2021-08-11,223,Female,MF,26.1328000767373,0.20317394885398,25.7289923861,26.5336722734668,7.52321166666667,7.53689972222222,23,8,7.54,0.58,2,17.634,0.678230769230769,4,2020-2021,96.47,12992,-1.44,-1.23428571428571,-2,-1.76833333333333,2.106142857142857
CRC364,CRC364_210816,2021,2021,8,2021-08-16,228,Female,MF,26.8045707281736,0.309000769274143,26.2110526280826,27.4241993265055,7.61747347222222,7.73608916666667,18,3,5.729,0.5729,5,14.69,0.638695652173913,7,2020-2021,96.47,12992,-1.44,-1.23428571428571,-2,-1.76833333333333,2.106142857142857
CRC364,CRC364_210823,2021,2021,8,2021-08-23,235,Female,MF,26.8668822691069,0.193081433503432,26.4986788687465,27.2433593692591,7.81228708333333,8.15835638888889,11,2,8.074,0.734,4,16.735,0.697291666666667,6,2020-2021,96.47,12992,-1.44,-1.23428571428571,-2,-1.76833333333333,2.106142857142857
CRC364,CRC364_210831,2021,2021,8,2021-08-31,243,Female,MF,26.1463556091155,0.638891560176257,24.90772405749,27.4183127376543,8.03628319444444,8.33647722222222,5,2,11.008,0.846769230769231,2,16.737,0.727695652173913,7,2020-2021,96.47,12992,-1.44,-1.23428571428571,-2,-1.76833333333333,2.106142857142857
CRC364,CRC364_210904,2021,2021,9,2021-09-04,247,Female,MF,27.5330117148087,0.527124268603894,26.4993981415139,28.5579668082334,8.10490652777778,8.23458694444444,8,6,12.316,0.879714285714286,1,18.641,0.776708333333333,6,2020-2021,96.47,12992,-1.29,-1.23428571428571,-0.95,-1.76833333333333,2.106142857142857
CRC364,CRC364_210914,2021,2021,9,2021-09-14,257,Female,MF,25.3436680866583,0.769391717025779,23.780937881498,26.7954444543325,8.24503638888889,8.16174166666667,15,13,7.401,0.672818181818182,4,17.155,0.745869565217391,7,2020-2021,96.47,12992,-1.29,-1.23428571428571,-0.95,-1.76833333333333,2.106142857142857
CRC364,CRC364_220524,2022,2022,5,2022-05-24,144,Female,MF,26.2616845778021,0.282747146271791,25.7090246781747,26.8302940584682,10.1975643055556,10.2709022222222,0,0,3.908,0.434222222222222,6,5.894,0.327444444444444,12,2021-2022,116.03,3632,-1.61,-1.78857142857143,-2.09,-2.16,1.5612894736842104
CRC364,CRC364_220607,2022,2022,6,2022-06-07,158,Female,MF,25.4542899535853,0.363924566774392,24.7528277255807,26.1821165148573,10.0810566666667,9.74650694444444,0,0,3.072,0.3072,5,6.69,0.352105263157895,11,2021-2022,116.03,3632,-1.63,-1.78857142857143,-2.24,-2.16,1.5612894736842104
CRC364,CRC364_220708,2022,2022,7,2022-07-08,189,Female,MF,26.0490648162624,0.397943984993513,25.2415242318007,26.8020482359095,8.99435958333333,8.55691277777778,6,3,7.553,0.629416666666667,3,11.821,0.51395652173913,7,2021-2022,116.03,3632,-1.9,-1.78857142857143,-1.32,-2.16,1.5612894736842104
CRC364,CRC364_220822,2022,2022,8,2022-08-22,234,Female,MF,25.6366217409867,0.393599520684793,24.8451495722986,26.4123633114276,8.99220347222222,9.90864305555556,5,0,2.862,0.2862,5,11.716,0.488166666666667,6,2021-2022,116.03,3632,-2.17,-1.78857142857143,-2.64,-2.16,1.5612894736842104
CRC364,CRC364_230603,2023,2023,6,2023-06-03,154,Female,MF,28.756093862971,0.391115104259811,28.0233616008844,29.532475118436,9.11087638888889,8.44349916666667,0,0,14.172,1.01228571428571,1,16.057,0.729863636363636,8,2022-2023,99.26,143972,-0.06,0.31,-2.42,-2.66666666666667,2.5459714285714283
CRC364,CRC364_230608,2023,2023,6,2023-06-08,159,Female,MF,25.039355477198,0.514304601593933,24.0245831623198,26.0419455896652,8.75004486111111,8.21729083333333,1,1,16.147,1.07646666666667,0,21.724,0.86896,5,2022-2023,99.26,143972,-0.06,0.31,-2.42,-2.66666666666667,2.5459714285714283
CRC364,CRC364_230806,2023,2023,8,2023-08-06,218,Female,MF,32.4968674938433,0.373623611552065,31.759362659494,33.22372137897,8.54485458333333,8.77788888888889,0,0,6.358,0.454142857142857,1,14.33,0.494137931034483,1,2022-2023,99.26,143972,0.5,0.31,-2.52,-2.66666666666667,2.5459714285714283
CRC364,CRC364_230822,2023,2023,8,2023-08-22,234,Female,MF,32.6059416040024,0.395101816257128,31.8620043502345,33.3713801240696,8.79753180555556,8.752345,5,5,10.891,0.726066666666667,0,17.233,0.594241379310345,1,2022-2023,99.26,143972,0.5,0.31,-2.52,-2.66666666666667,2.5459714285714283
CRC364,CRC364_230909,2023,2023,9,2023-09-09,252,Female,MF,30.1294181783255,0.373979658109811,29.4252489592167,30.8543841232021,9.21525097222222,9.91365833333333,7,0,3.259,0.362111111111111,6,13.877,0.578208333333333,6,2022-2023,99.26,143972,0.51,0.31,-2.47,-2.66666666666667,2.5459714285714283
CRC364,CRC364_231002,2023,2023,10,2023-10-02,275,Female,MF,32.6476715722826,0.367394813325273,31.933509592248,33.3805954993248,10.1415748971193,10.4921532407407,0,0,6.783,0.753666666666667,6,13.319,0.605409090909091,8,2022-2023,99.26,143972,0.68,0.31,-2.99,-2.66666666666667,2.5459714285714283
CRC364,CRC364_231007,2023,2023,10,2023-10-07,280,Female,MF,30.9409090005725,0.3629181837053,30.2448640777199,31.6598974580356,10.2680377278072,11.3019039847884,0,0,4.995,0.624375,7,14.417,0.626826086956522,7,2022-2023,99.26,143972,0.68,0.31,-2.99,-2.66666666666667,2.5459714285714283
CRC366,CRC366_160903,2016,2016,9,2016-09-03,247,Male,MM,26.6790168710795,0.406290537049863,25.8982028895139,27.4952505782455,8.48569444444444,9.14325472222222,22,7,6.256,0.446857142857143,1,18.31,0.653928571428571,2,2015-2016,79.38,4824,-0.27,0.185714285714286,-0.63,0.558333333333333,2.84890625
CRC366,CRC366_231007,2023,2023,10,2023-10-07,280,Male,MM,27.2746730269766,0.365530422627837,26.5399369824926,27.9563162374599,10.2680377278072,11.3019039847884,0,0,4.995,0.624375,7,14.417,0.626826086956522,7,2022-2023,99.26,143972,0.68,0.31,-2.99,-2.66666666666667,2.5459714285714283
CRC510,CRC510_160827,2016,2016,8,2016-08-27,240,Male,MM,28.7992965591431,0.613411898543382,27.613115406447,30.0415474047448,7.82226666666667,7.9826275,29,14,12.044,0.802933333333333,0,25.647,0.884379310344828,1,2015-2016,79.38,4824,-0.53,0.185714285714286,0.57,0.558333333333333,2.84890625
CRC510,CRC510_160829,2016,2016,8,2016-08-29,242,Male,MM,30.1966414440695,0.572711021847671,29.0661709977315,31.3597933600689,7.93648638888889,8.11592777777778,27,12,11.385,0.759,0,23.818,0.821310344827586,1,2015-2016,79.38,4824,-0.53,0.185714285714286,0.57,0.558333333333333,2.84890625
CRC510,CRC510_191007,2019,2019,10,2019-10-07,280,Male,MM,24.2560447898743,0.613002242705283,23.1105605386431,25.4767692550665,12.0511573611111,10.3083333333333,0,0,6.202,0.516833333333333,3,7.619,0.401,11,2018-2019,40.11,36253,0.16,0.281428571428571,0.12,0.153333333333333,1.9955555555555533
CRC532,CRC532_171005,2017,2017,10,2017-10-05,278,Female,MF,27.7616830069494,0.335852906210618,27.1112215209578,28.4240976528137,10.4123961111111,11.2672483333333,19,6,3.219,0.292636363636364,4,6.075,0.357352941176471,13,2016-2017,135.28,7345,-0.74,-0.418571428571429,-0.2,0.01,2.392235294117647
CRC532,CRC532_200928,2020,2020,9,2020-09-28,272,Female,MF,26.9085886533376,0.26614068731276,26.3917060829589,27.4239918393035,9.63383083333333,11.2359052777778,6,0,0.697,0.17425,11,7.333,0.488866666666667,15,2019-2020,50.5,21692,-0.96,-0.754285714285714,-1.33,-0.981666666666667,1.0426904761904763
CRC532,CRC532_230909,2023,2023,9,2023-09-09,252,Female,MF,28.717833682349,0.259943850889445,28.2128919939462,29.237595115404,9.21525097222222,9.91365833333333,7,0,3.259,0.362111111111111,6,13.877,0.578208333333333,6,2022-2023,99.26,143972,0.51,0.31,-2.47,-2.66666666666667,2.5459714285714283
CRC532,CRC532_230922,2023,2023,9,2023-09-22,265,Female,MF,28.610118049175,0.357189354787329,27.9328782724628,29.3312604792691,9.58998430555556,9.44094472222222,2,0,9.422,0.628133333333333,0,12.35,0.514583333333333,6,2022-2023,99.26,143972,0.51,0.31,-2.47,-2.66666666666667,2.5459714285714283
CRC537,CRC537_170719,2017,2017,7,2017-07-19,200,Male,MM,19.0898859139354,0.311765821034188,18.4921641905476,19.7118561747539,8.05458791666667,7.77037638888889,30,15,14.117,0.941133333333333,0,27.872,0.929066666666667,0,2016-2017,135.28,7345,-0.24,-0.418571428571429,0.33,0.01,2.392235294117647
CRC537,CRC537_180823,2018,2018,8,2018-08-23,235,Male,MM,24.9369533325882,0.49516729359067,23.9984171846386,25.9502630677778,8.46110236111111,8.77475944444444,11,6,7.577,0.505133333333333,0,11.73,0.4692,5,2017-2018,51.23,26712,-0.05,-0.175714285714286,-0.01,-0.421666666666667,2.1170750000000003
CRC537,CRC537_180906,2018,2018,9,2018-09-06,249,Male,MM,26.6257454908427,0.525166516494588,25.6194074349513,27.676248734526,8.84587097222222,8.96462583333333,11,5,10.68,0.712,0,17.709,0.5903,0,2017-2018,51.23,26712,0.46,-0.175714285714286,-0.24,-0.421666666666667,2.1170750000000003
CRC537,CRC537_190906,2019,2019,9,2019-09-06,249,Male,MM,27.3162354448813,0.398287118321951,26.531410640409,28.0906318718053,9.04944666666667,9.07890111111111,5,5,7.971,0.7971,5,13.689,0.651857142857143,9,2018-2019,40.11,36253,0.32,0.281428571428571,0,0.153333333333333,1.9955555555555533
CRC537,CRC537_200928,2020,2020,9,2020-09-28,272,Male,MM,24.8236215118907,0.214609721092081,24.3998273240465,25.2499568768348,9.63383083333333,11.2359052777778,6,0,0.697,0.17425,11,7.333,0.488866666666667,15,2019-2020,50.5,21692,-0.96,-0.754285714285714,-1.33,-0.981666666666667,1.0426904761904763
CRC537,CRC537_210622,2021,2021,6,2021-06-22,173,Male,MM,25.2906155941525,0.31227628981511,24.6826416809009,25.8983740775328,9.37798458333333,10.3433716666667,6,4,6.334,1.05566666666667,9,11.375,0.7109375,14,2020-2021,96.47,12992,-1.07,-1.23428571428571,-2.04,-1.76833333333333,2.106142857142857
CRC537,CRC537_210816,2021,2021,8,2021-08-16,228,Male,MM,25.9031303025017,0.433395525476424,25.0499094453078,26.7332624009898,7.61747347222222,7.73608916666667,18,3,5.729,0.5729,5,14.69,0.638695652173913,7,2020-2021,96.47,12992,-1.44,-1.23428571428571,-2,-1.76833333333333,2.106142857142857
CRC537,CRC537_220602,2022,2022,6,2022-06-02,153,Male,MM,23.0216871678555,0.412294083266316,22.2212819329976,23.841116142548,9.88628583333333,9.04326444444444,0,0,5.905,0.421785714285714,1,7.687,0.366047619047619,9,2021-2022,116.03,3632,-1.63,-1.78857142857143,-2.24,-2.16,1.5612894736842104
CRC537,CRC537_220615,2022,2022,6,2022-06-15,166,Male,MM,23.6184904518503,0.215664706177814,23.2086303992871,24.054223903354,10.0034009722222,10.6615561111111,0,0,1.663,0.207875,7,6.704,0.319238095238095,9,2021-2022,116.03,3632,-1.63,-1.78857142857143,-2.24,-2.16,1.5612894736842104
CRC537,CRC537_220822,2022,2022,8,2022-08-22,234,Male,MM,24.7119337040044,0.243640100354851,24.2353475031918,25.1949046519719,8.99220347222222,9.90864305555556,5,0,2.862,0.2862,5,11.716,0.488166666666667,6,2021-2022,116.03,3632,-2.17,-1.78857142857143,-2.64,-2.16,1.5612894736842104
CRC537,CRC537_221003,2022,2022,10,2022-10-03,276,Male,MM,27.9670137168906,0.430248150187906,27.1259013164209,28.8096522351985,9.95496847222222,10.8664386111111,2,0,3.149,0.393625,7,10.559,0.555736842105263,11,2021-2022,116.03,3632,-1.73,-1.78857142857143,-2.29,-2.16,1.5612894736842104
CRC537,CRC537_230729,2023,2023,7,2023-07-29,210,Male,MM,26.6683639242154,0.341577758091214,25.9909083070211,27.3346896525621,8.25910916666667,8.40445138888889,0,0,7.14,0.51,1,19.644,0.677379310344828,1,2022-2023,99.26,143972,0.43,0.31,-2.53,-2.66666666666667,2.5459714285714283
CRC537,CRC537_230806,2023,2023,8,2023-08-06,218,Male,MM,28.0153585814466,0.344360390390755,27.3555761070595,28.6905182257106,8.54485458333333,8.77788888888889,0,0,6.358,0.454142857142857,1,14.33,0.494137931034483,1,2022-2023,99.26,143972,0.5,0.31,-2.52,-2.66666666666667,2.5459714285714283
CRC537,CRC537_230829,2023,2023,8,2023-08-29,241,Male,MM,25.4012371415158,0.428226988433316,24.5704137860943,26.2529595623269,8.86201472222222,8.76610777777778,7,5,8.675,0.722916666666667,3,15.353,0.56862962962963,3,2022-2023,99.26,143972,0.5,0.31,-2.52,-2.66666666666667,2.5459714285714283
CRC537,CRC537_230909,2023,2023,9,2023-09-09,252,Male,MM,21.8499967895379,0.384610803812848,21.12883240685,22.615553994391,9.21525097222222,9.91365833333333,7,0,3.259,0.362111111111111,6,13.877,0.578208333333333,6,2022-2023,99.26,143972,0.51,0.31,-2.47,-2.66666666666667,2.5459714285714283
CRC551,CRC551_170924,2017,2017,9,2017-09-24,267,Male,MM,25.5890870825832,0.481181610756797,24.6377694157757,26.5077501922666,9.39857375,10.3006383333333,26,11,2.957,0.369625,7,8.975,0.44875,10,2016-2017,135.28,7345,-0.73,-0.418571428571429,-0.63,0.01,2.392235294117647
CRC565,CRC565_180621,2018,2018,6,2018-06-21,172,Female,MF,27.5451296281292,0.470143587705038,26.6228375256752,28.4581686997833,8.87631944444444,9.27706194444444,12,8,3.732,0.4665,7,13.706,0.595913043478261,7,2017-2018,51.23,26712,-0.94,-0.175714285714286,-0.45,-0.421666666666667,2.1170750000000003
CRC565,CRC565_190701,2019,2019,7,2019-07-01,182,Female,MF,26.8508937562973,0.517572688900346,25.8371145313229,27.819576133844,8.33073319444444,8.48451305555556,0,0,7.139,0.7139,5,19.114,0.796416666666667,6,2018-2019,40.11,36253,0.35,0.281428571428571,-0.07,0.153333333333333,1.9955555555555533
CRC565,CRC565_190829,2019,2019,8,2019-08-29,241,Female,MF,28.982700985448002,0.453825702409287,28.1091108542707,29.8798969960266,8.71275611111111,8.66642305555555,8,5,10.992,0.916,3,15.953,0.693608695652174,7,2018-2019,40.11,36253,0.3,0.281428571428571,0.52,0.153333333333333,1.9955555555555533
CRC565,CRC565_200703,2020,2020,7,2020-07-03,185,Female,MF,26.0737348407935,0.202044049339824,25.6741402031712,26.4663311887434,NA,NA,0,0,9.631,0.642066666666667,0,12.907,0.561173913043478,7,2019-2020,50.5,21692,-0.68,-0.754285714285714,-0.75,-0.981666666666667,1.0426904761904763
CRC565,CRC565_200711,2020,2020,7,2020-07-11,193,Female,MF,26.2678731804251,0.212764167462831,25.854146893502,26.6778528629744,NA,NA,0,0,5.329,0.444083333333333,3,10.801,0.490954545454545,8,2019-2020,50.5,21692,-0.68,-0.754285714285714,-0.75,-0.981666666666667,1.0426904761904763
CRC565,CRC565_210910,2021,2021,9,2021-09-10,253,Female,MF,24.2679494228419,0.564861007185959,23.192425813614,25.3331299851712,8.21801902777778,8.16266111111111,12,12,9.115,0.828636363636364,4,16.56,0.752727272727273,8,2020-2021,96.47,12992,-1.29,-1.23428571428571,-0.95,-1.76833333333333,2.106142857142857
CRC565,CRC565_210914,2021,2021,9,2021-09-14,257,Female,MF,22.0144590370545,0.552331693566803,20.9144486341735,23.0846923650667,8.24503638888889,8.16174166666667,15,13,7.401,0.672818181818182,4,17.155,0.745869565217391,7,2020-2021,96.47,12992,-1.29,-1.23428571428571,-0.95,-1.76833333333333,2.106142857142857
CRC611,CRC611_160819,2016,2016,8,2016-08-19,232,Female,MF,28.5027122625749,0.403751728634297,27.7263783700884,29.2772759355865,7.76514930555556,7.82813416666667,30,15,12.054,0.861,1,27.098,0.934413793103448,1,2015-2016,79.38,4824,-0.53,0.185714285714286,0.57,0.558333333333333,2.84890625
CRC611,CRC611_171004,2017,2017,10,2017-10-04,277,Female,MF,26.0663167435704,0.585622725601449,24.9106399464024,27.2026930824205,10.3403970833333,11.3747652777778,19,5,2.626,0.2626,5,5.529,0.325235294117647,13,2016-2017,135.28,7345,-0.74,-0.418571428571429,-0.2,0.01,2.392235294117647
CRC611,CRC611_200711,2020,2020,7,2020-07-11,193,Female,MF,26.9401420658028,0.310252189661583,26.33432725139,27.545357601644,NA,NA,0,0,5.329,0.444083333333333,3,10.801,0.490954545454545,8,2019-2020,50.5,21692,-0.68,-0.754285714285714,-0.75,-0.981666666666667,1.0426904761904763
CRC611,CRC611_200919,2020,2020,9,2020-09-19,263,Female,MF,27.1090491337636,0.166005076536089,26.778435234967,27.4363172089301,8.46747888888889,8.72775944444444,10,1,2.688,0.384,8,13.665,0.68325,10,2019-2020,50.5,21692,-0.96,-0.754285714285714,-1.33,-0.981666666666667,1.0426904761904763
CRC611,CRC611_220812,2022,2022,8,2022-08-12,224,Female,MF,29.6686329411193,0.436346818438261,28.8277920398276,30.5626449567719,8.35349833333333,8.72513972222222,13,3,4.91,0.377692307692308,2,15.812,0.608153846153846,4,2021-2022,116.03,3632,-2.17,-1.78857142857143,-2.64,-2.16,1.5612894736842104
CRC611,CRC611_220901,2022,2022,9,2022-09-01,244,Female,MF,29.524603948521,0.360334096782891,28.8255712185414,30.2125696034036,9.37413152777778,9.30813416666667,2,0,5.324,0.443666666666667,3,9.257,0.402478260869565,7,2021-2022,116.03,3632,-1.75,-1.78857142857143,-2.38,-2.16,1.5612894736842104
CRC639,CRC639_160827,2016,2016,8,2016-08-27,240,Female,LF,29.3301005990772,0.566189724874511,28.2166313277758,30.395590422795,7.82226666666667,7.9826275,29,14,12.044,0.802933333333333,0,25.647,0.884379310344828,1,2015-2016,79.38,4824,-0.53,0.185714285714286,0.57,0.558333333333333,2.84890625
CRC643,CRC643_190906,2019,2019,9,2019-09-06,249,Male,MM,29.1383872054148,0.554113594370745,28.0828806659304,30.2345857845634,9.04944666666667,9.07890111111111,5,5,7.971,0.7971,5,13.689,0.651857142857143,9,2018-2019,40.11,36253,0.32,0.281428571428571,0,0.153333333333333,1.9955555555555533
CRC659,CRC659_160828,2016,2016,8,2016-08-28,241,Female,MF,30.5054772078348,0.596518920050623,29.3245730710012,31.6589062553843,7.87111041666667,8.02142,28,13,11.702,0.780133333333333,0,24.582,0.847655172413793,1,2015-2016,79.38,4824,-0.53,0.185714285714286,0.57,0.558333333333333,2.84890625
CRC659,CRC659_210707,2021,2021,7,2021-07-07,188,Female,MF,28.4212299252892,0.298369771735144,27.8381208542726,29.0024072781793,9.77553569444444,9.20769972222222,11,7,7.864,0.714909090909091,4,14.198,0.835176470588235,13,2020-2021,96.47,12992,-1.05,-1.23428571428571,-1.82,-1.76833333333333,2.106142857142857
CRC669,CRC669_170706,2017,2017,7,2017-07-06,187,Female,MF,26.8421995030202,0.512543260487005,25.8417899252389,27.8560965138309,9.58554305555556,8.16074166666667,25,15,16.004,1.06693333333333,0,18.255,0.793695652173913,7,2016-2017,135.28,7345,-0.24,-0.418571428571429,0.33,0.01,2.392235294117647
CRC694,CRC694_170925,2017,2017,9,2017-09-25,268,NA,MU,25.4939803040374,0.396561400198403,24.6994615531097,26.2776640483864,9.5331901388888909,10.4674555555556,25,10,3.092,0.3865,7,8.43,0.4215,10,2016-2017,135.28,7345,-0.73,-0.418571428571429,-0.63,0.01,2.392235294117647
CRC698,CRC698_160901,2016,2016,9,2016-09-01,245,Female,MF,30.9876259750053,0.533002775346206,29.9231973442887,32.0153558220877,8.23143263888889,8.63960444444444,24,9,9.169,0.654928571428571,1,19.551,0.69825,2,2015-2016,79.38,4824,-0.27,0.185714285714286,-0.63,0.558333333333333,2.84890625
CRC698,CRC698_161010,2016,2016,10,2016-10-10,284,Female,MF,29.9700039083186,0.404556848680932,29.1635047534006,30.7435712257478,9.91008208333333,10.6752061111111,1,0,4.595,0.656428571428571,8,10.409,0.52045,10,2015-2016,79.38,4824,-0.29,0.185714285714286,-0.8,0.558333333333333,2.84890625
CRC698,CRC698_170925,2017,2017,9,2017-09-25,268,Female,MF,25.3123662017256,0.450967029107363,24.4734513996193,26.2179710616646,9.5331901388888909,10.4674555555556,25,10,3.092,0.3865,7,8.43,0.4215,10,2016-2017,135.28,7345,-0.73,-0.418571428571429,-0.63,0.01,2.392235294117647
